invoice,sku_code,description,qty,inventory_category,invoice_date,unit_price,customer_id,country,transaction_type,revenue_amount,customer_status
558340,22626,Black Kitchen Scales,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22526,Wheelbarrow For Children ,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22430,Enamel Watering Can Cream,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22515,Childs Garden Spade Pink,3,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558369,21082,Found,3,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558379,22618,"Mouldy, Unsaleable.",-1681,Inventory Write-Off,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558476,84597B,Damages,-6,Product Damage,13-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558723,84865,Damaged,-7,Product Damage,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558725,84944,Found,37,Stock Correction,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558730,22060,Damaged,-1,Product Damage,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559296,23001,Travel Card Wallet Dotcomgiftshop,200,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559296,22616,Pack Of 12 London Tissues ,204,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559296,23298,Spotty Bunting,170,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559335,21147,Found,72,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
559378,21781,Damages?,-39,Product Damage,19-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560039,20713,Wrongly Marked. 23343 In Box,-3100,Sales Error,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560040,23343,Came Coded As 20713,3100,Stock Correction,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560218,16162M,Alan Hodge Cant Mamage This Section,30,Stock Correction,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560283,22624,Ivory Kitchen Scales,12,Stock Correction,25-10-2011,0.00,NA,EIRE,Positive,0.00,Guest/Unknown
560283,23196,Vintage Leaf Magnetic Notepad,12,Stock Correction,25-10-2011,0.00,NA,EIRE,Positive,0.00,Guest/Unknown
560328,35968,Found,63,Stock Correction,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560329,35965,Found,6,Stock Correction,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560358,35965,Dotcom,26,Stock Correction,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560565,82583,Fba,160,Stock Correction,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
560717,84576,Damaged,-3,Product Damage,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
561103,85103,Stock Creditted Wrongly,-32,Sales Error,31-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
561284,22167, Oval Wall Mirror Diamante ,1,Stock Correction,31-10-2011,0.00,16818,United Kingdom,Positive,0.00,Registered
561326,21294,Damaged,-227,Product Damage,31-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
561663,22501,Incorrectly Put Back Into Stock,-108,Sales Error,13-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
561669,22960,Jam Making Set With Jars,11,Stock Correction,13-11-2011,0.00,12507,Spain,Positive,0.00,Registered
561920,84352,Damages/Samples,-52,Display Stock,14-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
562278,21391,Sold As 1 On Dotcom,-342,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
562352,21735,Damages,-59,Product Damage,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
562973,23157,Set Of 6 Nativity Magnets ,240,Stock Correction,17-11-2011,0.00,14911,EIRE,Positive,0.00,Registered
563015,46000M,Polyester Filler Pad 45X45Cm,160,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
563015,46000S,Polyester Filler Pad 40X40Cm,220,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
563453,21033,Taig Adjust No Stock,-24,Stock Correction,20-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22683,French Blue Metal Door Sign 8,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22682,French Blue Metal Door Sign 7,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22681,French Blue Metal Door Sign 6,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22680,French Blue Metal Door Sign 5,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22679,French Blue Metal Door Sign 4,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22678,French Blue Metal Door Sign 3,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22677,French Blue Metal Door Sign 2,4,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21172,Party Metal Sign ,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21116,Owl Doorstop,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,20682,Red Retrospot Childrens Umbrella,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,85123A,White Hanging Heart T-Light Holder,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22692,Doormat Welcome To Our Home,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22686,French Blue Metal Door Sign No,2,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22627,Mint Kitchen Scales,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22427,Enamel Flower Jug Cream,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22366,Doormat Airmail ,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22365,Doormat Respectable House,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22362,Glass Jar Peacock Bath Salts,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22363,Glass Jar Marmalade ,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22359,Glass Jar Kings Choice,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22357,Kings Choice Biscuit Tin,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21899,Garage Key Fob,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21900,"Key Fob , Shed",1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21901,"Key Fob , Back Door ",1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21561,Dinosaur Lunch Box With Cutlery,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,21452,Toadstool Money Box,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22685,French Blue Metal Door Sign 0,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22676,French Blue Metal Door Sign 1,3,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564530,22684,French Blue Metal Door Sign 9,1,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
564651,23270,Set Of 2 Ceramic Painted Hearts ,96,Stock Correction,23-11-2011,0.00,14646,Netherlands,Positive,0.00,Registered
564651,23268,Set Of 2 Ceramic Christmas Reindeer,192,Stock Correction,23-11-2011,0.00,14646,Netherlands,Positive,0.00,Registered
564651,22955,36 Foil Star Cake Cases ,144,Stock Correction,23-11-2011,0.00,14646,Netherlands,Positive,0.00,Registered
564651,21786,Polkadot Rain Hat ,144,Stock Correction,23-11-2011,0.00,14646,Netherlands,Positive,0.00,Registered
564914,85132C,Damages,-109,Product Damage,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
565296,84929,Code Mix Up? 84930,-967,Sales Error,27-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
565306,21830,Sold As 1,-252,Stock Correction,27-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
565308,21829,Sold As 1,-432,Stock Correction,27-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
565370,82494L,Crushed Ctn,-33,Product Damage,27-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
565371,82483,Crushed,-13,Product Damage,27-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
565935,23064,Crushed,-8,Product Damage,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566064,22355,Test,1,Unknown,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566122,23084,Temp Adjustment,-484,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566324,22035,Taig Adjust,1,Stock Correction,09-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566325,22035,Taig Adjust,36,Stock Correction,09-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566327,23084,Allocate Stock For Dotcom Orders Ta,4,Stock Correction,09-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566476,23084,Add Stock To Allocate Online Orders,2,Stock Correction,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566478,23084,For Online Retail Orders,1,Display Stock,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566573,22823,Test,-22,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
566574,22823,Test,22,Unknown,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567113,85215,Damaged,-29,Product Damage,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567125,21246,Damaged,-2,Product Damage,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567127,85230E,Damaged,-48,Product Damage,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567129,72127,Found Box,24,Stock Correction,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567131,21830,Damaged,192,Product Damage,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567132,21830,Oops ! Adjustment,-384,Stock Correction,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567133,85185B,Found In W/Hse,50,Stock Correction,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567137,84929,Found,600,Stock Correction,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567143,21179,Damaged,-14,Product Damage,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567149,35607B,Thrown Away,-9,Inventory Write-Off,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567150,35817P,Thrown Away,-44,Inventory Write-Off,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567152,35598C,Found,3,Stock Correction,16-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567201,23084,Website Fixed,110,Stock Correction,19-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567918,79163,Damaged,-1,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567920,84875D,Found,5,Stock Correction,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567921,21089,Damaged,-7,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567923,37343,Damaged,-2,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567925,84876D,Damaged,-2,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567926,84877D,Found,1,Stock Correction,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567927,21654,Damaged,-3,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567931,84563B,Damaged,-11,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
567933,84422,Dagamed,-30,Product Damage,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568401,21394,Damages,-35,Product Damage,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568442,37327,Damages,-131,Product Damage,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568567,46000S,Polyester Filler Pad 40X40Cm,320,Stock Correction,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568567,46000M,Polyester Filler Pad 45X45Cm,140,Stock Correction,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568724,84816,Damages,-21,Product Damage,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568946,22740,Adjustment,89,Stock Correction,29-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
568948,20984,Found,120,Stock Correction,29-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569098,21098,Damages?,-231,Product Damage,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569131,22927,Damaged,-5,Product Damage,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569256,20774,Damaged,-14,Product Damage,13-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569335,84660A,Damaged,-15,Product Damage,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569341,82600,Historic Computer Difference?....Se,-458,Unknown,14-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569463,23268,Lighthouse Trading Zero Invc Incorr,192,Sales Error,16-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569464,23268,Incorrect Stock Entry.,-1440,Sales Error,16-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569465,23269,Incorrect Stock Entry.,-1440,Sales Error,16-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569466,23270,Incorrect Stock Entry.,-2880,Sales Error,16-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569657,84944,Michel Oops,22,Unknown,17-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569716,22778,Glass Cloche Small,2,Stock Correction,18-10-2011,0.00,15804,United Kingdom,Positive,0.00,Registered
569830,23343,Wrongly Coded 20713,800,Sales Error,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569831,20713,Wrongly Coded-23343,-800,Sales Error,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569854,35954,Counted,-430,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569874,90180A,Stock Check,-32,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569878,90057,Crushed Boxes,-380,Product Damage,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
569880,90012A,Stock Check,-18,Stock Correction,18-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570185,21090,Wet/Mouldy,-192,Product Damage,20-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570193,22449,Can'T Find,-125,Stock Correction,20-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570294,84249A,Damaged,-25,Product Damage,21-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570440,21424,Damages,-40,Product Damage,23-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570711,21622,Damages,-45,Product Damage,24-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570822,22501,Found,24,Stock Correction,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570860,16168M,Found,44,Stock Correction,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570873,23322,Mouldy,-40,Inventory Write-Off,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
570874,23020,Smashed,-4,Product Damage,25-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571112,22637,Damages,-65,Product Damage,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571124,72802A,Wet Pallet-Thrown Away,-306,Inventory Write-Off,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571128,72802A,Had Been Put Aside.,54,Inventory Hold,26-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571254,23427,Damaged,-2,Product Damage,27-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571458,21761,Damaged,-2,Product Damage,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571459,20839,Damages,-80,Product Damage,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571633,20713,Found,100,Stock Correction,30-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571686,22149,Damages,-40,Product Damage,31-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
571704,23579,Sale Error,4,Sales Error,31-10-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572345,20713,Found,100,Stock Correction,14-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572468,72803A,Damages,-160,Product Damage,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572476,20665,Dotcom,21,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572477,20665,Adjustment,-15,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572480,22049,Damaged,-100,Product Damage,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572516,22336,Damaged,-71,Product Damage,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572527,20984,Damaged,-46,Product Damage,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572547,20713,Wrongly Marked 23343,200,Sales Error,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572548,23343,20713 Wrongly Marked,-200,Sales Error,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572557,22427,Damages,-29,Product Damage,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572614,23595,Adjustment,5,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572615,23595,Re-Adjustment,-5,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572684,23029,Damages,-20,Product Damage,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572685,23032,Damages,-60,Product Damage,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572686,23118,Breakages,-30,Product Damage,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572687,20840,Damages,-30,Product Damage,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572690,21539,Damages?,-111,Product Damage,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572701,85078,Missing,-840,Missing,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572723,21829,Adjustment,12,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572724,84507C,Adjustment,4,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572725,20754,Found,57,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572739,21578,Found,16,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572740,22687,Adjustment,1,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572890,20713,Marked As 23343,400,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
572893,21208,Pastel Colour Honeycomb Fan,5,Stock Correction,16-11-2011,0.00,18059,United Kingdom,Positive,0.00,Registered
572996,23462,Damages,-34,Product Damage,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573107,21794,Adjustment,10,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573114,20713,Wrongly Coded 23343,1000,Sales Error,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573115,23343,Wrongly Coded 20713,-1000,Sales Error,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573118,85032D,Damaged,-1,Product Damage,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573169,35600A,Found By Jackie,1,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573170,21174,Found,71,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573254,85135C,Damages,-49,Product Damage,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573258,85136C,Damages,-36,Product Damage,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
573259,85136A,Damages,-77,Product Damage,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
